step,axiom,depth,impact,max_depth,repair_cost,violation_score
30,"MOb ⊑ YYd, p=1.0",24,0.0,24,5.960464477539063e-8,195.0
31,"OCN ⊑ BBS, p=1.0",24,0.0,24,5.960464477539063e-8,194.0
32,"lnp ⊑ KRy, p=1.0",24,0.0,24,5.960464477539063e-8,190.0
33,"Kat ⊑ YYd, p=1.0",24,0.0,24,5.960464477539063e-8,189.0
34,"KRy ⊑ tRD, p=1.0",23,0.0,23,1.1920928955078125e-7,187.0
35,"OCN ⊑ tsm, p=1.0",23,0.0,23,1.1920928955078125e-7,186.0
36,"Jba ⊑ tRD, p=1.0",23,0.0,23,1.1920928955078125e-7,185.0
37,"YYd ⊑ sYj, p=1.0",23,0.0,23,1.1920928955078125e-7,183.0
38,"ODt ⊑ sYj, p=1.0",23,0.0,23,1.1920928955078125e-7,182.0
39,"BBS ⊑ tsm, p=1.0",23,0.0,23,1.1920928955078125e-7,181.0
40,"tsm ⊑ FkS, p=1.0",22,0.0,22,2.384185791015625e-7,179.0
41,"sYj ⊑ lEy, p=1.0",22,0.0,22,2.384185791015625e-7,178.0
42,"tRD ⊑ CMR, p=1.0",22,0.0,22,2.384185791015625e-7,177.0
43,"lEy ⊑ fGU, p=1.0",21,0.0,21,4.76837158203125e-7,171.0
44,"FkS ⊑ hKm, p=1.0",21,0.0,21,4.76837158203125e-7,169.0
45,"CMR ⊑ KSD, p=1.0",21,0.0,21,4.76837158203125e-7,168.0
46,"KSD ⊑ krj, p=1.0",20,0.0,20,9.5367431640625e-7,166.0
47,"fGU ⊑ TYi, p=1.0",20,0.0,20,9.5367431640625e-7,164.0
48,"hKm ⊑ UFb, p=1.0",20,0.0,20,9.5367431640625e-7,163.0
49,"TYi ⊑ mWS, p=1.0",19,0.0,19,1.9073486328125e-6,161.0
50,"zwc ⊑ VIV, p=1.0",19,0.0,19,1.9073486328125e-6,153.0
51,"UFb ⊑ VIV, p=1.0",19,0.0,19,1.9073486328125e-6,152.0
52,"Kat ⊑ jpW, p=1.0",19,0.0,19,1.9073486328125e-6,151.0
53,"krj ⊑ jpW, p=1.0",19,0.0,19,1.9073486328125e-6,150.0
54,"VIV ⊑ Efs, p=1.0",18,0.0,18,3.814697265625e-6,149.0
55,"mWS ⊑ JBh, p=1.0",18,0.0,18,3.814697265625e-6,148.0
56,"jpW ⊑ KAp, p=1.0",18,0.0,18,3.814697265625e-6,147.0
57,"tRD ⊑ Efs, p=1.0",18,0.0,18,3.814697265625e-6,146.0
58,"JBh ⊑ CuW, p=1.0",17,0.0,17,7.62939453125e-6,145.0
59,"KAp ⊑ wfY, p=1.0",17,0.0,17,7.62939453125e-6,144.0
60,"UFb ⊑ CuW, p=1.0",17,0.0,17,7.62939453125e-6,143.0
61,"TYi ⊑ wfY, p=1.0",17,0.0,17,7.62939453125e-6,142.0
62,"Efs ⊑ CuW, p=1.0",17,0.0,17,7.62939453125e-6,141.0
63,"Efs ⊑ ZJk, p=1.0",17,0.0,17,7.62939453125e-6,140.0
64,"wfY ⊑ oOe, p=1.0",16,0.0,16,1.52587890625e-5,138.0
65,"CuW ⊑ cnn, p=1.0",16,0.0,16,1.52587890625e-5,137.0
66,"ZJk ⊑ ptx, p=1.0",16,0.0,16,1.52587890625e-5,136.0
67,"oOe ⊑ ofX, p=1.0",15,0.0,15,3.0517578125e-5,132.0
68,"mHi ⊑ QIs, p=1.0",15,0.0,15,3.0517578125e-5,130.0
69,"ptx ⊑ QIs, p=1.0",15,0.0,15,3.0517578125e-5,129.0
70,"cnn ⊑ asU, p=1.0",15,0.0,15,3.0517578125e-5,128.0
71,"ZJk ⊑ asU, p=1.0",15,0.0,15,3.0517578125e-5,127.0
72,"mtw ⊑ QIs, p=1.0",15,0.0,15,3.0517578125e-5,126.0
73,"QIs ⊑ JIT, p=1.0",14,0.0,14,6.103515625e-5,125.0
74,"fYH ⊑ kak, p=1.0",14,0.0,14,6.103515625e-5,124.0
75,"asU ⊑ uFE, p=1.0",14,0.0,14,6.103515625e-5,123.0
76,"ofX ⊑ kak, p=1.0",14,0.0,14,6.103515625e-5,122.0
77,"kak ⊑ AnY, p=1.0",13,0.0,13,0.0001220703125,119.0
78,"Kat ⊑ AnY, p=1.0",13,0.0,13,0.0001220703125,118.0
79,"JIT ⊑ XhM, p=1.0",13,0.0,13,0.0001220703125,117.0
80,"Efs ⊑ BUx, p=1.0",13,0.0,13,0.0001220703125,116.0
81,"KRy ⊑ XhM, p=1.0",13,0.0,13,0.0001220703125,115.0
82,"YYd ⊑ AnY, p=1.0",13,0.0,13,0.0001220703125,112.0
83,"uFE ⊑ BUx, p=1.0",13,0.0,13,0.0001220703125,111.0
84,"AnY ⊑ OxI, p=1.0",12,0.0,12,0.000244140625,110.0
85,"BUx ⊑ CkM, p=1.0",12,0.0,12,0.000244140625,108.0
86,"XhM ⊑ yVP, p=1.0",12,0.0,12,0.000244140625,106.0
87,"Xww ⊑ YRo, p=1.0",11,0.0,11,0.00048828125,105.0
88,"CkM ⊑ YRo, p=1.0",11,0.0,11,0.00048828125,104.0
89,"OxI ⊑ cpq, p=1.0",11,0.0,11,0.00048828125,102.0
90,"VIV ⊑ YRo, p=1.0",11,0.0,11,0.00048828125,101.0
91,"yVP ⊑ ZSG, p=1.0",11,0.0,11,0.00048828125,100.0
92,"sCZ ⊑ YRo, p=1.0",11,0.0,11,0.00048828125,99.0
93,"cpq ⊑ mpZ, p=1.0",10,0.0,10,0.0009765625,98.0
94,"ZSG ⊑ bXy, p=1.0",10,0.0,10,0.0009765625,97.0
95,"uFE ⊑ mpZ, p=1.0",10,0.0,10,0.0009765625,96.0
96,"KRy ⊑ bXy, p=1.0",10,0.0,10,0.0009765625,95.0
97,"YRo ⊑ uiI, p=1.0",10,0.0,10,0.0009765625,94.0
98,"uEE ⊑ mpZ, p=1.0",10,0.0,10,0.0009765625,92.0
99,"KAp ⊑ bXy, p=1.0",10,0.0,10,0.0009765625,90.0
100,"bXy ⊑ Hau, p=1.0",9,0.0,9,0.001953125,88.0
101,"uiI ⊑ Hau, p=1.0",9,0.0,9,0.001953125,87.0
102,"bXy ⊑ GZQ, p=1.0",9,0.0,9,0.001953125,86.0
103,"mHi ⊑ GZQ, p=1.0",9,0.0,9,0.001953125,85.0
104,"mpZ ⊑ XSP, p=1.0",9,0.0,9,0.001953125,84.0
105,"asU ⊑ XSP, p=1.0",9,0.0,9,0.001953125,81.0
106,"Hau ⊑ pXt, p=1.0",8,0.0,8,0.00390625,79.0
107,"VIV ⊑ pXt, p=1.0",8,0.0,8,0.00390625,78.0
108,"cpq ⊑ spn, p=1.0",8,0.0,8,0.00390625,77.0
109,"CkM ⊑ pJN, p=1.0",8,0.0,8,0.00390625,76.0
110,"GZQ ⊑ spn, p=1.0",8,0.0,8,0.00390625,75.0
111,"XSP ⊑ pJN, p=1.0",8,0.0,8,0.00390625,73.0
112,"hKm ⊑ pXt, p=1.0",8,0.0,8,0.00390625,72.0
113,"QIs ⊑ pXt, p=1.0",8,0.0,8,0.00390625,71.0
114,"Jba ⊑ pJN, p=1.0",8,0.0,8,0.00390625,70.0
115,"FkS ⊑ pXt, p=1.0",8,0.0,8,0.00390625,69.0
116,"pJN ⊑ vpj, p=1.0",7,0.0,7,0.0078125,67.0
117,"ELZ ⊑ vpj, p=1.0",7,0.0,7,0.0078125,66.0
118,"pXt ⊑ kyr, p=1.0",7,0.0,7,0.0078125,65.0
119,"asU ⊑ vpj, p=1.0",7,0.0,7,0.0078125,64.0
120,"OxI ⊑ hKs, p=1.0",7,0.0,7,0.0078125,62.0
121,"spn ⊑ hKs, p=1.0",7,0.0,7,0.0078125,61.0
122,"mpZ ⊑ hKs, p=1.0",7,0.0,7,0.0078125,60.0
123,"mpZ ⊑ IUn, p=1.0",6,0.0,6,0.015625,58.0
124,"Hau ⊑ gdL, p=1.0",6,0.0,6,0.015625,56.0
125,"kyr ⊑ krY, p=1.0",6,0.0,6,0.015625,55.0
126,"uFE ⊑ gdL, p=1.0",6,0.0,6,0.015625,54.0
127,"uiI ⊑ gdL, p=1.0",6,0.0,6,0.015625,53.0
128,"mWS ⊑ gdL, p=1.0",6,0.0,6,0.015625,52.0
129,"vpj ⊑ gdL, p=1.0",6,0.0,6,0.015625,51.0
130,"spn ⊑ krY, p=1.0",6,0.0,6,0.015625,49.0
131,"hKs ⊑ IUn, p=1.0",6,0.0,6,0.015625,48.0
132,"gdL ⊑ UcU, p=1.0",5,0.0,5,0.03125,45.0
133,"spn ⊑ HIZ, p=1.0",5,0.0,5,0.03125,44.0
134,"IUn ⊑ mJK, p=1.0",5,0.0,5,0.03125,43.0
135,"BUx ⊑ UcU, p=1.0",5,0.0,5,0.03125,42.0
136,"krY ⊑ HIZ, p=1.0",5,0.0,5,0.03125,41.0
137,"OxI ⊑ mJK, p=1.0",5,0.0,5,0.03125,40.0
138,"hKs ⊑ HIZ, p=1.0",5,0.0,5,0.03125,39.0
139,"osk ⊑ mJK, p=1.0",5,0.0,5,0.03125,38.0
140,"bXy ⊑ HIZ, p=1.0",5,0.0,5,0.03125,36.0
141,"HIZ ⊑ qcL, p=1.0",4,0.0,4,0.0625,33.0
142,"UcU ⊑ qcL, p=1.0",4,0.0,4,0.0625,32.0
143,"WaF ⊑ qcL, p=1.0",4,0.0,4,0.0625,31.0
144,"LSv ⊑ zXA, p=1.0",4,0.0,4,0.0625,30.0
145,"ZJk ⊑ zXA, p=1.0",4,0.0,4,0.0625,29.0
146,"vpj ⊑ tZP, p=1.0",4,0.0,4,0.0625,28.0
147,"krY ⊑ qcL, p=1.0",4,0.0,4,0.0625,27.0
148,"ptx ⊑ zXA, p=1.0",4,0.0,4,0.0625,25.0
149,"mJK ⊑ zXA, p=1.0",4,0.0,4,0.0625,24.0
150,"XSP ⊑ tZP, p=1.0",4,0.0,4,0.0625,23.0
151,"jpW ⊑ tZP, p=1.0",4,0.0,4,0.0625,21.0
152,"XhM ⊑ zXA, p=1.0",4,0.0,4,0.0625,20.0
153,"UcU ⊑ tZP, p=1.0",4,0.0,4,0.0625,19.0
154,"yVP ⊑ zXA, p=1.0",4,0.0,4,0.0625,18.0
155,"mJK ⊑ tZP, p=1.0",4,0.0,4,0.0625,16.0
156,"HIZ ⊑ zXA, p=1.0",4,0.0,4,0.0625,15.0
157,"qcL ⊑ Fzu, p=1.0",3,0.0,3,0.125,13.0
158,"tZP ⊑ NLh, p=1.0",3,0.0,3,0.125,12.0
159,"uiI ⊑ Fzu, p=1.0",3,0.0,3,0.125,10.0
160,"vpj ⊑ NLh, p=1.0",3,0.0,3,0.125,9.0
161,"HIZ ⊑ Fzu, p=1.0",3,0.0,3,0.125,8.0
162,"qcL ⊑ NLh, p=1.0",3,0.0,3,0.125,7.0
163,"pXt ⊑ Fzu, p=1.0",3,0.0,3,0.125,6.0
164,"KRy ⊑ NLh, p=1.0",3,0.0,3,0.125,5.0
165,"Hau ⊑ Fzu, p=1.0",3,0.0,3,0.125,3.0
166,"zXA ⊑ Fzu, p=1.0",3,0.0,3,0.125,2.0
