step,axiom,depth,impact,max_depth,repair_cost,violation_score
140,"gdL ⊑ UcU, p=1.0",5,0.0,5,0.5,34.0
141,"UcU ⊑ qcL, p=1.0",4,0.0,4,0.5,33.0
142,"yVP ⊑ zXA, p=1.0",4,0.0,4,0.5,32.0
143,"HIZ ⊑ qcL, p=1.0",4,0.0,4,0.5,30.0
144,"XSP ⊑ tZP, p=1.0",4,0.0,4,0.5,29.0
145,"WaF ⊑ qcL, p=1.0",4,0.0,4,0.5,27.0
146,"UcU ⊑ tZP, p=1.0",4,0.0,4,0.5,26.0
147,"LSv ⊑ zXA, p=1.0",4,0.0,4,0.5,25.0
148,"HIZ ⊑ zXA, p=1.0",4,0.0,4,0.5,24.0
149,"krY ⊑ qcL, p=1.0",4,0.0,4,0.5,23.0
150,"mJK ⊑ tZP, p=1.0",4,0.0,4,0.5,21.0
151,"ptx ⊑ zXA, p=1.0",4,0.0,4,0.5,20.0
152,"ZJk ⊑ zXA, p=1.0",4,0.0,4,0.5,19.0
153,"mJK ⊑ zXA, p=1.0",4,0.0,4,0.5,18.0
154,"jpW ⊑ tZP, p=1.0",4,0.0,4,0.5,17.0
155,"vpj ⊑ tZP, p=1.0",4,0.0,4,0.5,16.0
156,"XhM ⊑ zXA, p=1.0",4,0.0,4,0.5,15.0
157,"qcL ⊑ Fzu, p=1.0",3,0.0,3,0.5,13.0
158,"uiI ⊑ Fzu, p=1.0",3,0.0,3,0.5,12.0
159,"qcL ⊑ NLh, p=1.0",3,0.0,3,0.5,11.0
160,"HIZ ⊑ Fzu, p=1.0",3,0.0,3,0.5,10.0
161,"vpj ⊑ NLh, p=1.0",3,0.0,3,0.5,9.0
162,"zXA ⊑ Fzu, p=1.0",3,0.0,3,0.5,8.0
163,"KRy ⊑ NLh, p=1.0",3,0.0,3,0.5,7.0
164,"tZP ⊑ NLh, p=1.0",3,0.0,3,0.5,6.0
165,"Hau ⊑ Fzu, p=1.0",3,0.0,3,0.5,3.0
166,"pXt ⊑ Fzu, p=1.0",3,0.0,3,0.5,2.0
